,0,1,2,3,4,5,6
10,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_16_895.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_16_895.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_16_895.jpg,0.0,0.0,0.0,14.79395
11,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_01_22_952.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_01_22_952.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_01_22_952.jpg,0.0,0.0,0.0,18.43434
12,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_27_886.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_27_886.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_27_886.jpg,0.0,0.0,0.0,14.69503
13,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_47_724.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_47_724.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_47_724.jpg,0.0,0.0,0.0,15.22101
14,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_23_666.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_23_666.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_23_666.jpg,0.0,0.0,0.0,12.12039
15,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_16_689.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_16_689.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_16_689.jpg,0.0,0.0,0.0,15.09419
16,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_01_02_518.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_01_02_518.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_01_02_518.jpg,0.0,0.0,0.0,24.6983
17,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_21_915.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_21_915.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_21_915.jpg,0.0,1.0,0.0,18.86838
18,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_38_643.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_38_643.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_38_643.jpg,0.0,0.0,0.0,22.54626
19,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_37_425.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_37_425.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_37_425.jpg,0.0,1.0,0.0,22.30927
20,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_53_768.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_53_768.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_53_768.jpg,0.0,0.0,0.0,23.4976
21,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_58_36_474.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_58_36_474.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_58_36_474.jpg,0.0,0.0,0.0,29.0529
22,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_57_30_485.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_57_30_485.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_57_30_485.jpg,0.0,0.0,0.0,12.38377
23,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_06_42_992.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_06_42_992.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_06_42_992.jpg,0.0,0.0,0.0,22.8526
24,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_36_247.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_36_247.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_36_247.jpg,0.0,0.0,0.0,11.88937
25,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_58_52_133.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_58_52_133.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_58_52_133.jpg,0.0,1.0,0.0,14.6868
26,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_57_15_576.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_57_15_576.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_57_15_576.jpg,0.0,0.0,0.0,28.7925
27,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_56_36_690.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_56_36_690.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_56_36_690.jpg,0.0,0.0,0.0,7.010191
28,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_06_26_467.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_06_26_467.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_06_26_467.jpg,0.0,0.0,0.0,17.81989
29,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_20_045.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_20_045.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_20_045.jpg,0.0,0.3143868,0.0,13.53264
30,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_47_618.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_47_618.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_47_618.jpg,0.0,0.0,0.0,15.40037
31,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_42_310.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_42_310.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_42_310.jpg,0.0,1.0,0.0,30.19063
32,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_36_601.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_36_601.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_36_601.jpg,0.0,0.0,0.0,11.31677
33,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_12_255.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_12_255.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_12_255.jpg,0.0,0.4114327,0.0,24.50881
34,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_37_506.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_37_506.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_37_506.jpg,0.0,0.0,0.0,27.84196
35,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_12_225.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_12_225.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_12_225.jpg,0.0,1.0,0.0,13.55799
36,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_18_245.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_18_245.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_18_245.jpg,0.0,0.0,0.0,22.64005
37,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_56_58_350.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_56_58_350.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_56_58_350.jpg,0.0,1.0,0.0,13.42112
38,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_58_28_823.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_58_28_823.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_58_28_823.jpg,0.0,0.0,0.0,7.971002
39,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_25_245.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_25_245.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_25_245.jpg,0.0,0.0,0.0,17.45661
40,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_58_00_709.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_58_00_709.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_58_00_709.jpg,0.0,1.0,0.0,19.23531
41,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_57_39_503.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_57_39_503.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_57_39_503.jpg,0.0,0.0,0.0,18.51389
42,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_57_13_294.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_57_13_294.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_57_13_294.jpg,0.0,0.9038171,0.0,25.26213
43,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_57_54_305.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_57_54_305.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_57_54_305.jpg,0.0,0.3270102,0.0,14.13298
44,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_30_721.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_30_721.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_30_721.jpg,0.0,0.0,0.0,24.5555
45,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_13_561.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_13_561.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_13_561.jpg,0.0,0.0,0.0,4.377466
46,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_41_460.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_41_460.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_41_460.jpg,0.0,1.0,0.0,30.19063
47,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_01_31_871.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_01_31_871.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_01_31_871.jpg,0.0,0.0,0.0,13.50701
48,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_36_483.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_36_483.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_36_483.jpg,0.0,0.0,0.0,11.76665
49,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_42_917.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_42_917.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_42_917.jpg,0.0,0.0,0.0,9.001107
50,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_36_760.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_36_760.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_36_760.jpg,0.0,1.0,0.0,30.18979
51,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_19_454.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_19_454.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_19_454.jpg,0.0,1.0,0.0,30.19062
52,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_06_06_547.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_06_06_547.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_06_06_547.jpg,0.0,1.0,0.0,30.1904
53,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_20_559.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_20_559.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_20_559.jpg,0.0,0.0,0.0,16.77395
54,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_58_32_464.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_58_32_464.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_58_32_464.jpg,0.0,1.0,0.0,16.51295
55,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_00_32_191.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_00_32_191.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_00_32_191.jpg,0.0,0.0,0.0,23.65438
56,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_00_54_066.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_00_54_066.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_00_54_066.jpg,0.0,0.0,0.0,9.103957
57,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_41_930.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_41_930.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_41_930.jpg,0.0,1.0,0.0,30.19062
58,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_16_842.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_16_842.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_16_842.jpg,0.0,0.3863377,0.0,22.40648
59,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_06_45_965.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_06_45_965.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_06_45_965.jpg,0.0,0.0,0.0,15.46777
60,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_00_00_978.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_00_00_978.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_00_00_978.jpg,0.0,0.0,0.0,13.0675
61,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_12_015.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_12_015.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_12_015.jpg,0.0,0.0,0.0,7.406025
62,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_58_05_646.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_58_05_646.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_58_05_646.jpg,0.0,1.0,0.0,30.18989
63,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_34_122.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_34_122.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_34_122.jpg,0.0,0.0,0.0,16.33319
64,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_31_204.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_31_204.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_31_204.jpg,0.0,1.0,0.0,22.5527
65,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_56_57_171.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_56_57_171.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_56_57_171.jpg,0.0,0.0,0.0,8.732776
66,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_24_651.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_24_651.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_24_651.jpg,0.0,0.0,0.0,17.77208
67,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_57_05_896.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_57_05_896.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_57_05_896.jpg,0.0,0.0,0.0,28.19598
68,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_58_06_727.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_58_06_727.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_58_06_727.jpg,0.0,1.0,0.0,30.18993
69,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_09_07_357.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_09_07_357.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_09_07_357.jpg,0.0,0.0,0.0,12.31993
70,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_06_647.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_06_647.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_06_647.jpg,0.0,0.314136,0.0,10.69517
71,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_09_00_229.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_09_00_229.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_09_00_229.jpg,0.0,1.0,0.0,18.96776
72,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_00_33_744.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_00_33_744.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_00_33_744.jpg,0.0,1.0,0.0,30.19
73,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_23_172.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_23_172.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_23_172.jpg,0.0,0.0,0.0,10.63987
74,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_57_16_181.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_57_16_181.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_57_16_181.jpg,0.0,0.0,0.0,27.10513
75,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_46_801.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_46_801.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_46_801.jpg,0.0,1.0,0.0,15.051
76,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_01_04_840.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_01_04_840.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_01_04_840.jpg,0.0,0.0,0.0,10.12072
77,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_53_307.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_53_307.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_53_307.jpg,0.0,0.0,0.0,28.84562
78,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_21_309.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_21_309.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_21_309.jpg,0.0,0.0,0.0,16.52316
79,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_19_629.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_19_629.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_19_629.jpg,0.0,0.0,0.0,23.83525
80,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_57_02_855.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_57_02_855.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_57_02_855.jpg,0.0,0.0,0.0,12.24665
81,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_56_42_174.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_56_42_174.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_56_42_174.jpg,0.0,0.0,0.0,10.99631
82,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_05_37_211.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_05_37_211.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_05_37_211.jpg,0.0,0.0,0.0,10.71327
83,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_04_34_027.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_04_34_027.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_04_34_027.jpg,0.0,1.0,0.0,20.84793
84,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_57_47_927.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_57_47_927.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_57_47_927.jpg,0.0,0.0,0.0,17.80792
85,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_15_287.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_15_287.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_15_287.jpg,0.0,1.0,0.0,15.39837
86,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_07_09_424.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_07_09_424.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_07_09_424.jpg,0.0,0.0,0.0,10.52866
87,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_57_16_071.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_57_16_071.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_57_16_071.jpg,0.0,0.0,0.0,27.43406
88,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_58_47_887.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_58_47_887.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_58_47_887.jpg,0.0,0.0,0.0,11.93613
89,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_08_54_085.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_08_54_085.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_08_54_085.jpg,0.0,0.0,0.0,26.53936
90,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_59_32_822.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_59_32_822.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_59_32_822.jpg,0.0,0.0,0.0,26.45452
91,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_00_52_410.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_00_52_410.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_00_52_410.jpg,0.0,0.0,0.0,11.07548
92,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_20_58_38_209.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_20_58_38_209.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_20_58_38_209.jpg,0.0,0.0,0.0,24.36418
93,C:\Users\abhinav.m\Desktop\IMG\center_2021_04_24_21_06_23_489.jpg, C:\Users\abhinav.m\Desktop\IMG\left_2021_04_24_21_06_23_489.jpg, C:\Users\abhinav.m\Desktop\IMG\right_2021_04_24_21_06_23_489.jpg,0.0,0.0,0.0,24.15711
